app_name,vuln_name,vuln_desc,severity,grade,app_context
helloorange.dockerpregl.k9s.omnitest.corpnet.pl/examples/jsp/colors/colrs.jsp,Application error message,"Description: <div class=""bb-coolbox""><span class=""bb-dark"">This alert requires manual confirmation</span></div><br/>Application error or warning messages may expose sensitive information about an application's internal workings to an attacker.<br/><br/>Acunetix found an error or warning message that may disclose sensitive information. The message may also contain the location of the file that produced an unhandled exception. Consult the 'Attack details' section for more information about the affected page.Impact: Error messages may disclose sensitive information which can be used to escalate attacks.Request: GET /examples/jsp/colors/colrs.jsp?action=Submit&color1=1&color2=12345'""%5C'%5C"");%7C]*%2500{%250d%250a<%2500>%25bf%2527'%F0%9F%92%A9 HTTP/1.1Referer: https://helloorange.dockerpregl.k9s.omnitest.corpnet.pl/Connection: keep-aliveCookie: JSESSIONID=7BF64D6491A504FA2C0FA82E7714B848Authorization: Basic YW5vbnltb3VzOmFub255bW91cw==Accept: */*Accept-Encoding: gzip,deflateHost: helloorange.dockerpregl.k9s.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21",Medium,0,type webapp client employe domain LANWANCPDF0TP
helloorange.dockerpregl.k9s.omnitest.corpnet.pl/examples/jsp/num/numguess.jsp,Application error message,"Description: <div class=""bb-coolbox""><span class=""bb-dark"">This alert requires manual confirmation</span></div><br/>Application error or warning messages may expose sensitive information about an application's internal workings to an attacker.<br/><br/>Acunetix found an error or warning message that may disclose sensitive information. The message may also contain the location of the file that produced an unhandled exception. Consult the 'Attack details' section for more information about the affected page.Impact: Error messages may disclose sensitive information which can be used to escalate attacks.Request: GET /examples/jsp/num/numguess.jsp?guess=12345'""\'\"");|]*%00{%0d%0a<%00>%bf%27'💩 HTTP/1.1Referer: https://helloorange.dockerpregl.k9s.omnitest.corpnet.pl/Connection: keep-aliveCookie: JSESSIONID=1144B7B6C976448C8FAAC21923BBB459;GRLpGpAG=1Authorization: Basic YW5vbnltb3VzOmFub255bW91cw==Accept: */*Accept-Encoding: gzip,deflateHost: helloorange.dockerpregl.k9s.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21",Medium,0,type webapp client employe domain LANWANCPDF0TP
dev-proxy.dopapp.pl/,Cookie(s) without Secure flag set,"Description: This cookie does not have the Secure flag set. When a cookie is set with the Secure flag, it instructs the browser that the cookie can only be accessed over secure SSL/TLS channels. This is an important security protection for session cookies.Impact: Cookies could be sent over unencrypted channels.Request: GET /services/apexrest/vlocity_cmt/v1/GenericInvoke HTTP/1.1Referer: https://dev-proxy.dopapp.pl/services/apexrest/vlocity_cmt/v1/GenericInvokeAccept: application/json, text/plain, */*Accept-Encoding: gzip,deflateHost: dev-proxy.dopapp.plUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36Proxy-Connection: Keep-aliveX-Correlation-Id: test_automation_20200417_021843_ae7tvgpkyyContent-Type: application/json;charset=UTF-8Authorization: Bearer 00D1w0000008hh0!ARAAQHlJxpeF.5RPAUQndWSgGZr68kV0tPNgs4k0hMVa0Gl.Hfb3CAMYqcdrir1bC2LlLhsTsdoBdosawX1OxsoFUAKkDeNstarget-url: https://dev-portal.dopapp.pl",Low,1,type webapp client customer domain Internet
helloorange.dockerpregl.k9s.omnitest.corpnet.pl/examples/jsp/cal/cal1.jsp,Application error message,"Description: <div class=""bb-coolbox""><span class=""bb-dark"">This alert requires manual confirmation</span></div><br/>Application error or warning messages may expose sensitive information about an application's internal workings to an attacker.<br/><br/>Acunetix found an error or warning message that may disclose sensitive information. The message may also contain the location of the file that produced an unhandled exception. Consult the 'Attack details' section for more information about the affected page.Impact: Error messages may disclose sensitive information which can be used to escalate attacks.Request: GET /examples/jsp/cal/cal1.jsp?12345'""\'\"");|]*%00{%0d%0a<%00>%bf%27'💩&email=sample@email.tst&name=GRLpGpAG HTTP/1.1Referer: https://helloorange.dockerpregl.k9s.omnitest.corpnet.pl/Connection: keep-aliveCookie: JSESSIONID=F45A8EA81DAD3FBC9487605FEC8A45AE;GRLpGpAG=1Authorization: Basic YW5vbnltb3VzOmFub255bW91cw==Accept: */*Accept-Encoding: gzip,deflateHost: helloorange.dockerpregl.k9s.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21",Medium,0,type webapp client employe domain LANWANCPDF0TP
helloorange.dockerpregl.k9s.omnitest.corpnet.pl/examples/jsp/cal/cal1.jsp,Application error message,"Description: <div class=""bb-coolbox""><span class=""bb-dark"">This alert requires manual confirmation</span></div><br/>Application error or warning messages may expose sensitive information about an application's internal workings to an attacker.<br/><br/>Acunetix found an error or warning message that may disclose sensitive information. The message may also contain the location of the file that produced an unhandled exception. Consult the 'Attack details' section for more information about the affected page.Impact: Error messages may disclose sensitive information which can be used to escalate attacks.Request: GET /examples/jsp/cal/cal1.jsp?action=Submit&email=12345'""%5C'%5C"");%7C]*%2500{%250d%250a<%2500>%25bf%2527'%F0%9F%92%A9&name=GRLpGpAG HTTP/1.1Referer: https://helloorange.dockerpregl.k9s.omnitest.corpnet.pl/Connection: keep-aliveCookie: JSESSIONID=525945F6FA45EA585EB2A7B45A4509D4;GRLpGpAG=1Authorization: Basic YW5vbnltb3VzOmFub255bW91cw==Accept: */*Accept-Encoding: gzip,deflateHost: helloorange.dockerpregl.k9s.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21",Medium,0,type webapp client employe domain LANWANCPDF0TP
helloorange.dockerpregl.k9s.omnitest.corpnet.pl/examples/jsp/cal/cal1.jsp,Application error message,"Description: <div class=""bb-coolbox""><span class=""bb-dark"">This alert requires manual confirmation</span></div><br/>Application error or warning messages may expose sensitive information about an application's internal workings to an attacker.<br/><br/>Acunetix found an error or warning message that may disclose sensitive information. The message may also contain the location of the file that produced an unhandled exception. Consult the 'Attack details' section for more information about the affected page.Impact: Error messages may disclose sensitive information which can be used to escalate attacks.Request: GET /examples/jsp/cal/cal1.jsp?action=Submit&email=sample%40email.tst&name=12345'""%5C'%5C"");%7C]*%2500{%250d%250a<%2500>%25bf%2527'%F0%9F%92%A9 HTTP/1.1Referer: https://helloorange.dockerpregl.k9s.omnitest.corpnet.pl/Connection: keep-aliveCookie: JSESSIONID=756040CC4AE03A8EAF6C8761069A21FB;GRLpGpAG=1Authorization: Basic YW5vbnltb3VzOmFub255bW91cw==Accept: */*Accept-Encoding: gzip,deflateHost: helloorange.dockerpregl.k9s.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21",Medium,0,type webapp client employe domain LANWANCPDF0TP
10.236.19.26:8181/,Unencrypted communications,Empty,Low,1,type webapp client customer domain CPDBRAMKARZINTERNETBETP
helloorange.dockerpregl.k9s.omnitest.corpnet.pl/examples/servlets/servlet/CookieExample,Application error message,"Description: <div class=""bb-coolbox""><span class=""bb-dark"">This alert requires manual confirmation</span></div><br/>Application error or warning messages may expose sensitive information about an application's internal workings to an attacker.<br/><br/>Acunetix found an error or warning message that may disclose sensitive information. The message may also contain the location of the file that produced an unhandled exception. Consult the 'Attack details' section for more information about the affected page.Impact: Error messages may disclose sensitive information which can be used to escalate attacks.Request: POST /examples/servlets/servlet/CookieExample HTTP/1.1Content-Type: application/x-www-form-urlencodedReferer: https://helloorange.dockerpregl.k9s.omnitest.corpnet.pl/Connection: keep-aliveCookie: JSESSIONID=9F5F33F84F6C29536077F5E9FF78CDE8;GRLpGpAG=JqaJz5GG;set|set&set=1;Jh1uk5CH=1Authorization: Basic YW5vbnltb3VzOmFub255bW91cw==Accept: */*Accept-Encoding: gzip,deflateContent-Length: 25Host: helloorange.dockerpregl.k9s.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21cookiename=&cookievalue=1",Medium,0,type webapp client employe domain LANWANCPDF0TP
dev-public-gateway.dopapp.pl/offers,Cross site scripting (content-sniffing),"Description: This script is possibly vulnerable to Cross Site Scripting (XSS) attacks.<br/><br/>Cross site scripting (also referred to as XSS) is a vulnerability that allows an attacker to send malicious code (usually in the form of Javascript) to another user.Because a browser cannot know if the script should be trusted or not, it will execute the script in the user context allowing the attacker to access any cookies or session tokens retained by the browser.Impact: Malicious users may inject JavaScript, VBScript, ActiveX, HTML or Flash into a vulnerable application to fool a user in order to gather data from them.An attacker can steal the session cookie and take over the account, impersonating the user.It is also possible to modify the content of the page presented to the user.Request: GET /offers?active=true'%22()%26%25%3Cacx%3E%3CScRiPt%20%3EHuTd(9245)%3C/ScRiPt%3E&category=VIDEOPASS HTTP/1.1Referer: https://dev-public-gateway.dopapp.pl/offers?category=VIDEOPASS&active=trueAccept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8Accept-Encoding: gzip,deflateHost: dev-public-gateway.dopapp.plUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36Proxy-Connection: Keep-aliveAuthorization: Bearer eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJBUTVpRk5fUTgwc2Fybm56dkVWLXkyTlIzZXpZV0JVTDd5SHgwSDNiVnFRIn0.eyJqdGkiOiI1ZTExYjgyMS1iYjRjLTQzOTYtYjdmYy0xYWU0NmNlN2QxZGIiLCJleHAiOjE1ODcwOTQ0MzMsIm5iZiI6MCwiaWF0IjoxNTg3MDkwODMzLCJpc3MiOiJodHRwczovL2Rldi1pYW0uZG9wYXBwLnBsL2F1dGgvcmVhbG1zL2RvcCIsImF1ZCI6ImFwaS1mb3ItZG9wLW1vYmlsZS1hcHAtdjEiLCJzdWIiOiJmMGQzZjBkNy04YWY2LTRmMmItYWRhNy1jNTM1YzgxYjY1YmMiLCJ0eXAiOiJCZWFyZXIiLCJhenAiOiJkb3AtbW9iaWxlLWFwcC12MSIsImF1dGhfdGltZSI6MCwic2Vzc2lvbl9zdGF0ZSI6IjYwNmVhNzU4LTUxM2UtNDAwNC1iNWFhLThhZjllODc5YzZlZSIsImFjciI6IjEiLCJhbGxvd2VkLW9yaWdpbnMiOlsiKiJdLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsib2ZmbGluZV9hY2Nlc3MiLCJ1bWFfYXV0aG9yaXphdGlvbiIsInVzZXIiXX0sInJlc291cmNlX2FjY2VzcyI6eyJhY2NvdW50Ijp7InJvbGVzIjpbIm1hbmFnZS1hY2NvdW50IiwibWFuYWdlLWFjY291bnQtbGlua3MiLCJ2aWV3LXByb2ZpbGUiXX19LCJzY29wZSI6IiIsImFjY2Vzc1R5cGUiOiJVU0VSIiwiY3JtX3VzZXJuYW1lIjoiZjBkM2YwZDctOGFmNi00ZjJiLWFkYTctYzUzNWM4MWI2NWJjQG9yYW5nZS5kb3AiLCJwcmVmZXJyZWRfdXNlcm5hbWUiOiJ1NW43eTZ2anh0MTdAdGVzdC5pbyIsImVtYWlsIjoidTVuN3k2dmp4dDE3QHRlc3QuaW8ifQ.MrLzOK5gwaGvzMuTacBBM6NNNdf27ua2bypOrMUxWHPc-xN89Cazna8HZHRtsNIUanVW8GvikDf7AKK338Tbd2U5bBfqgTbyIlX7qV_8391-P8Pfo-8R_qpDfcAtido2ffLFixoGIE3_NAKYYiOPE9f0mT5AXuCGsHnld3dB1UvAUYxajH3dXDPcsF90TdmwjMH0QVbzpsDIa4zbkFdIfPC8R48jWVICgVl8XEPVhEYYqg47t9RWWGDeCAre83Xu4AGHeRBgVlGYbBEH_BGYEpLP2ifyl29eVv4E9e0o7NwBGOGqhN2SE1gVeChcn50Z4cIZ7j5T7u-KNy4izwNK6gContent-Type: application/jsonX-Correlation-Id: test_automation_20200417_023353_c56t918niuapikey: 523c0c49-6e32-43a3-9c38-46d0e78d285d",Medium,1,type webapp client customer domain Internet
helloorange.dockerpregl.k9s.omnitest.corpnet.pl/examples/servlets/servlet/CookieExample,Application error message,"Description: <div class=""bb-coolbox""><span class=""bb-dark"">This alert requires manual confirmation</span></div><br/>Application error or warning messages may expose sensitive information about an application's internal workings to an attacker.<br/><br/>Acunetix found an error or warning message that may disclose sensitive information. The message may also contain the location of the file that produced an unhandled exception. Consult the 'Attack details' section for more information about the affected page.Impact: Error messages may disclose sensitive information which can be used to escalate attacks.Request: POST /examples/servlets/servlet/CookieExample HTTP/1.1Content-Type: application/x-www-form-urlencodedReferer: https://helloorange.dockerpregl.k9s.omnitest.corpnet.pl/Connection: keep-aliveCookie: JSESSIONID=9F5F33F84F6C29536077F5E9FF78CDE8;GRLpGpAG=;set|set&set=1;Jh1uk5CH=1Authorization: Basic YW5vbnltb3VzOmFub255bW91cw==Accept: */*Accept-Encoding: gzip,deflateContent-Length: 74Host: helloorange.dockerpregl.k9s.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21cookiename=GRLpGpAG&cookievalue=12345'""\'\"");|]*%00{%0d%0a<%00>%bf%27'💩",Medium,0,type webapp client employe domain LANWANCPDF0TP
dev-public-gateway.dopapp.pl/users/transfers,Cross site scripting (content-sniffing),"Description: This script is possibly vulnerable to Cross Site Scripting (XSS) attacks.<br/><br/>Cross site scripting (also referred to as XSS) is a vulnerability that allows an attacker to send malicious code (usually in the form of Javascript) to another user.Because a browser cannot know if the script should be trusted or not, it will execute the script in the user context allowing the attacker to access any cookies or session tokens retained by the browser.Impact: Malicious users may inject JavaScript, VBScript, ActiveX, HTML or Flash into a vulnerable application to fool a user in order to gather data from them.An attacker can steal the session cookie and take over the account, impersonating the user.It is also possible to modify the content of the page presented to the user.Request: GET /users/transfers?type=GB_ECO_TRANSFER'%22()%26%25%3Cacx%3E%3CScRiPt%20%3EC9Aj(9549)%3C/ScRiPt%3E HTTP/1.1Referer: https://dev-public-gateway.dopapp.pl/users/transfers?type=GB_ECO_TRANSFERAccept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8Accept-Encoding: gzip,deflateHost: dev-public-gateway.dopapp.plUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36Proxy-Connection: Keep-aliveAuthorization: Bearer eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJBUTVpRk5fUTgwc2Fybm56dkVWLXkyTlIzZXpZV0JVTDd5SHgwSDNiVnFRIn0.eyJqdGkiOiJjY2Y5OWRmNC0yZmJmLTQzOWEtYWRhMC0zMGQ1MDNjODU5MWYiLCJleHAiOjE1ODcwOTQ1MTIsIm5iZiI6MCwiaWF0IjoxNTg3MDkwOTEyLCJpc3MiOiJodHRwczovL2Rldi1pYW0uZG9wYXBwLnBsL2F1dGgvcmVhbG1zL2RvcCIsImF1ZCI6ImFwaS1mb3ItZG9wLW1vYmlsZS1hcHAtdjEiLCJzdWIiOiJlODJhODU4Mi1iN2Q5LTQ5OGQtODEzOS03MTc0ZWYwYTk0ZGQiLCJ0eXAiOiJCZWFyZXIiLCJhenAiOiJkb3AtbW9iaWxlLWFwcC12MSIsImF1dGhfdGltZSI6MCwic2Vzc2lvbl9zdGF0ZSI6ImJlNWZmMjIxLTM3ZDAtNGY4NS05OTYwLTEyZTgxZGY3OTRkNCIsImFjciI6IjEiLCJhbGxvd2VkLW9yaWdpbnMiOlsiKiJdLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsib2ZmbGluZV9hY2Nlc3MiLCJ1bWFfYXV0aG9yaXphdGlvbiIsInVzZXIiXX0sInJlc291cmNlX2FjY2VzcyI6eyJhY2NvdW50Ijp7InJvbGVzIjpbIm1hbmFnZS1hY2NvdW50IiwibWFuYWdlLWFjY291bnQtbGlua3MiLCJ2aWV3LXByb2ZpbGUiXX19LCJzY29wZSI6IiIsImFjY2Vzc1R5cGUiOiJVU0VSIiwiY3JtX3VzZXJuYW1lIjoiZTgyYTg1ODItYjdkOS00OThkLTgxMzktNzE3NGVmMGE5NGRkQG9yYW5nZS5kb3AiLCJwcmVmZXJyZWRfdXNlcm5hbWUiOiI0cHIxMGE2cmNyajZAdGVzdC5pbyIsImVtYWlsIjoiNHByMTBhNnJjcmo2QHRlc3QuaW8ifQ.Mvdr_TgYnzhlnhXYkGjdGRlJFcdATe8WTQX_2MYD3G8zhladxTw0-j6b-MeTvqDoqhY_ZjcQRjTWMW7vIHb5aPWMCES4yoKGcrsJNTHwkrim4wn8mAC_05IOMQVAVMO8kF6eJNHQGiS9RmHOK_q7m5qBipR0WCm0IZL3V5WPpJolGkR1JZf5QYs72KCgJsfvbQgnuP4YywamPi8fPuIUFXBoiVZVXzwj5YitdPnv0cxdTFuq1bKZYCWVHSjsYw6tyUBBPyfwklBzk4Ej9Ux-3_U4dv0i2gU8ZkAyO1l06Dasd0j-gGUEFDxuyc4ECuVRAnDQWeCqeJ4d7f0kx-u2-Aapikey: 523c0c49-6e32-43a3-9c38-46d0e78d285dContent-Type: application/json",Medium,1,type webapp client customer domain Internet
dev-public-gateway.dopapp.pl/transfers/total,Cross site scripting (content-sniffing),"Description: This script is possibly vulnerable to Cross Site Scripting (XSS) attacks.<br/><br/>Cross site scripting (also referred to as XSS) is a vulnerability that allows an attacker to send malicious code (usually in the form of Javascript) to another user.Because a browser cannot know if the script should be trusted or not, it will execute the script in the user context allowing the attacker to access any cookies or session tokens retained by the browser.Impact: Malicious users may inject JavaScript, VBScript, ActiveX, HTML or Flash into a vulnerable application to fool a user in order to gather data from them.An attacker can steal the session cookie and take over the account, impersonating the user.It is also possible to modify the content of the page presented to the user.Request: GET /transfers/total?type=GB_ECO_TRANSFER'%22()%26%25%3Cacx%3E%3CScRiPt%20%3EnV8m(9712)%3C/ScRiPt%3E HTTP/1.1Referer: https://dev-public-gateway.dopapp.pl/transfers/total?type=GB_ECO_TRANSFERAccept: text/html,application/xhtml+xml,application/xml;q=0.9,*/*;q=0.8Accept-Encoding: gzip,deflateHost: dev-public-gateway.dopapp.plUser-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/73.0.3683.103 Safari/537.36Proxy-Connection: Keep-aliveContent-Type: application/jsonapikey: 523c0c49-6e32-43a3-9c38-46d0e78d285dAuthorization: Bearer eyJhbGciOiJSUzI1NiIsInR5cCIgOiAiSldUIiwia2lkIiA6ICJBUTVpRk5fUTgwc2Fybm56dkVWLXkyTlIzZXpZV0JVTDd5SHgwSDNiVnFRIn0.eyJqdGkiOiJiNWY4NmFmYi1mZmJkLTQ0ZWQtODQ1NS1kMjEwZDFkMzY2YmEiLCJleHAiOjE1ODcwOTQ1MTIsIm5iZiI6MCwiaWF0IjoxNTg3MDkwOTEyLCJpc3MiOiJodHRwczovL2Rldi1pYW0uZG9wYXBwLnBsL2F1dGgvcmVhbG1zL2RvcCIsImF1ZCI6ImFwaS1mb3ItZG9wLW1vYmlsZS1hcHAtdjEiLCJzdWIiOiJlODJhODU4Mi1iN2Q5LTQ5OGQtODEzOS03MTc0ZWYwYTk0ZGQiLCJ0eXAiOiJCZWFyZXIiLCJhenAiOiJkb3AtbW9iaWxlLWFwcC12MSIsImF1dGhfdGltZSI6MCwic2Vzc2lvbl9zdGF0ZSI6ImNlMzIzMWE3LTE1MDAtNGY3Yi1iYzM0LWM3MjA2ZTVhMGRiMyIsImFjciI6IjEiLCJhbGxvd2VkLW9yaWdpbnMiOlsiKiJdLCJyZWFsbV9hY2Nlc3MiOnsicm9sZXMiOlsib2ZmbGluZV9hY2Nlc3MiLCJ1bWFfYXV0aG9yaXphdGlvbiIsInVzZXIiXX0sInJlc291cmNlX2FjY2VzcyI6eyJhY2NvdW50Ijp7InJvbGVzIjpbIm1hbmFnZS1hY2NvdW50IiwibWFuYWdlLWFjY291bnQtbGlua3MiLCJ2aWV3LXByb2ZpbGUiXX19LCJzY29wZSI6IiIsImFjY2Vzc1R5cGUiOiJVU0VSIiwiY3JtX3VzZXJuYW1lIjoiZTgyYTg1ODItYjdkOS00OThkLTgxMzktNzE3NGVmMGE5NGRkQG9yYW5nZS5kb3AiLCJwcmVmZXJyZWRfdXNlcm5hbWUiOiI0cHIxMGE2cmNyajZAdGVzdC5pbyIsImVtYWlsIjoiNHByMTBhNnJjcmo2QHRlc3QuaW8ifQ.XhrYjVE6KE_7AoaEgRJIcKTFokhJ6vUmkPf7_AyPPt-jWKznkX9AELQ9x8_s45Z9_WbaoPE1oF-pxssiYTfZGX_nrf8SZFguCyMp-ds1w-b-ASOgBUXTantTBULBcgrPgnIiO8PTXmS1vDdPJYkBQoQ4Ke8lBt2VaMXEpPYyarIgkaxu-99vIwvgMOmYUj5JhJUtGQH9tOVht25zFCvNxS0rvPPmTWWnH-hjm6-BUs0QI3hfFYVjZem9r4yAvE_Qui-2f2cAPH9BNh9TWIkURZ1ikNDfUDC17a-LGzWUefB7Nb7QhmJTxHyTPXk8c3x_fpwbqnIh9JT9rV9ZY9cQ1w",Medium,1,type webapp client customer domain Internet
helloorange.dockerpregl.k9s.omnitest.corpnet.pl/examples/servlets/servlet/CookieExample,Application error message,"Description: <div class=""bb-coolbox""><span class=""bb-dark"">This alert requires manual confirmation</span></div><br/>Application error or warning messages may expose sensitive information about an application's internal workings to an attacker.<br/><br/>Acunetix found an error or warning message that may disclose sensitive information. The message may also contain the location of the file that produced an unhandled exception. Consult the 'Attack details' section for more information about the affected page.Impact: Error messages may disclose sensitive information which can be used to escalate attacks.Request: POST /examples/servlets/servlet/CookieExample HTTP/1.1Content-Type: application/x-www-form-urlencodedConnection: keep-aliveCookie: JSESSIONID=9F5F33F84F6C29536077F5E9FF78CDE8;GRLpGpAG=testasp.vulnweb.com;set|set&set=1;Jh1uk5CH=1;..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fpasswd=1;..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fpasswd%00.jpg=1;%2fetc%2fpasswd=1;testasp.vulnweb.com=1Authorization: Basic YW5vbnltb3VzOmFub255bW91cw==Accept: */*Accept-Encoding: gzip,deflateContent-Length: 37Host: helloorange.dockerpregl.k9s.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21cookiename=TWNVdTJKcXA=&cookievalue=1",Medium,0,type webapp client employe domain LANWANCPDF0TP
helloorange.dockerpregl.k9s.omnitest.corpnet.pl/examples/jsp/sessions/carts.jsp,Application error message,"Description: <div class=""bb-coolbox""><span class=""bb-dark"">This alert requires manual confirmation</span></div><br/>Application error or warning messages may expose sensitive information about an application's internal workings to an attacker.<br/><br/>Acunetix found an error or warning message that may disclose sensitive information. The message may also contain the location of the file that produced an unhandled exception. Consult the 'Attack details' section for more information about the affected page.Impact: Error messages may disclose sensitive information which can be used to escalate attacks.Request: GET /examples/jsp/sessions/carts.jsp?12345'""\'\"");|]*%00{%0d%0a<%00>%bf%27'💩&item= HTTP/1.1Referer: https://helloorange.dockerpregl.k9s.omnitest.corpnet.pl/Connection: keep-aliveCookie: JSESSIONID=31597690B2C8BBC9C4952765A4CFE6DE;GRLpGpAG=1<bEodZH<;set|set&set=1;Jh1uk5CH=1;..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fpasswd=1;..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fpasswd%00.jpg=1;%2fetc%2fpasswd=1;testasp.vulnweb.com=1;................windowswin.ini=1;CookieExample=1;GRLpGpAG9413319=1;%47%52%4C%70%47%70%41%47%3C%53%63%52%69%50%74%20%3E%7A%73%32%33%289873%29%3C%2F%73%43%72%69%70%54%3E=1Authorization: Basic YW5vbnltb3VzOmFub255bW91cw==Accept: */*Accept-Encoding: gzip,deflateHost: helloorange.dockerpregl.k9s.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21",Medium,0,type webapp client employe domain LANWANCPDF0TP
helloorange.dockerpregl.k9s.omnitest.corpnet.pl/examples/jsp/sessions/carts.jsp,Application error message,"Description: <div class=""bb-coolbox""><span class=""bb-dark"">This alert requires manual confirmation</span></div><br/>Application error or warning messages may expose sensitive information about an application's internal workings to an attacker.<br/><br/>Acunetix found an error or warning message that may disclose sensitive information. The message may also contain the location of the file that produced an unhandled exception. Consult the 'Attack details' section for more information about the affected page.Impact: Error messages may disclose sensitive information which can be used to escalate attacks.Request: GET /examples/jsp/sessions/carts.jsp?submit=add&item=12345'""%5C'%5C"");%7C]*%2500{%250d%250a<%2500>%25bf%2527'%F0%9F%92%A9 HTTP/1.1Referer: https://helloorange.dockerpregl.k9s.omnitest.corpnet.pl/Connection: keep-aliveCookie: JSESSIONID=17DB0B3D74CBBFD3E541CB35DD9D64A5;GRLpGpAG=1<bEodZH<;set|set&set=1;Jh1uk5CH=1;..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fpasswd=1;..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2F..%2Fetc%2Fpasswd%00.jpg=1;%2fetc%2fpasswd=1;testasp.vulnweb.com=1;................windowswin.ini=1;CookieExample=1;GRLpGpAG9413319=1;%47%52%4C%70%47%70%41%47%3C%53%63%52%69%50%74%20%3E%7A%73%32%33%289873%29%3C%2F%73%43%72%69%70%54%3E=1Authorization: Basic YW5vbnltb3VzOmFub255bW91cw==Accept: */*Accept-Encoding: gzip,deflateHost: helloorange.dockerpregl.k9s.omnitest.corpnet.plUser-Agent: Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/41.0.2228.0 Safari/537.21",Medium,0,type webapp client employe domain LANWANCPDF0TP
126.177.66.106/,Unencrypted communications,Empty,Low,1,type webapp client employe domain LANWANCPDF0TP
